STEP,STEPNAME,X,Y,Z,RADIUS
0,start,150.82847595214844,1.5810154676437378,376.7117919921875,5
1,*,294.1495056152344,33.48394775390625,364.0909118652344,5
2,*,373.4681091308594,126.21366119384766,299.7518005371094,5
3,*,234.2347412109375,126.26138305664062,358.80633544921875,5
4,*,170.9581756591797,122.65119171142578,336.615478515625,5
5,*,121.44624328613281,148.32028198242188,381.2926940917969,5
6,*,59.745914459228516,75.33084869384766,378.084716796875,5
7,*,11.786782264709473,129.3734588623047,314.5179748535156,5
8,*,8.687437057495117,117.18089294433594,214.56338500976562,5
9,*,103.2214584350586,174.07955932617188,202.8550567626953,5
10,*,176.0886688232422,155.7911834716797,124.8096923828125,5
11,*,76.5413589477539,229.80429077148438,109.02340698242188,5
12,*,18.29356575012207,275.2550048828125,107.82455444335938,5
13,*,54.305320739746094,291.74969482421875,199.7821807861328,5
14,*,-2.392263889312744,357.3053894042969,90.73451232910156,5
15,*,44.63371276855469,393.12481689453125,21.715255737304688,5
16,*,83.98656463623047,455.6997985839844,78.14517974853516,5
17,*,247.74961853027344,481.4364013671875,127.98408508300781,5
18,*,61.41876983642578,511.33978271484375,96.30307006835938,5
19,*,88.68476104736328,549.3892822265625,63.79816818237305,5
20,*,64.73323822021484,568.9111938476562,74.86231994628906,5
21,*,89.023193359375,613.7391967773438,115.56307983398438,5
22,*,83.81256866455078,698.3579711914062,95.28221893310547,5
23,*,90.17582702636719,742.132080078125,74.58829498291016,5
24,end,72.20586395263672,751.720703125,107.69820404052734,5
-1,reset,101.55223846435547,2.5427963733673096,376.6361389160156,5
