STEP,STEPNAME,X,Y,Z,RADIUS
0,start,-1.9923337697982788,45.40110778808594,64.956298828125,10
1,*,23.73433494567871,46.25812911987305,125.59880065917969,10
2,*,62.86198425292969,47.34318542480469,174.79713439941406,10
3,*,91.1866683959961,48.28828048706055,168.40943908691406,10
4,*,122.50948333740234,45.28742980957031,121.26830291748047,10
5,*,103.32843017578125,46.013282775878906,66.07633972167969,10
6,*,115.77562713623047,45.926387786865234,1.8130030632019043,10
7,*,93.24028015136719,48.96941375732422,-49.64152908325195,10
8,*,50.68258285522461,45.73518371582031,-27.08667755126953,10
9,*,-2.400941848754883,52.949459075927734,-0.5263541340827942,10
10,*,-56.24419021606445,45.94167709350586,14.762099266052246,10
11,*,-102.0615234375,46.24882888793945,20.914169311523438,19
12,*,-97.99156951904297,46.06537628173828,50.597068786621094,15
13,*,-53.47753143310547,46.58641815185547,84.36666107177734,10
14,*,-48.960662841796875,45.40006637573242,114.36259460449219,10
15,*,-88.4482421875,49.7307014465332,135.58694458007812,10
16,*,-101.1300048828125,47.18917465209961,110.34822845458984,10
17,*,-74.89431762695312,45.50950241088867,35.0904655456543,10
18,*,-83.48455047607422,45.33818817138672,-0.9147346019744873,13
19,*,-117.41424560546875,45.61762619018555,-14.735361099243164,15
20,*,-114.42445373535156,46.13197708129883,-50.1929817199707,15
21,*,-80.51483154296875,46.15092849731445,-60.674949645996094,13
22,*,-39.93403244018555,45.650146484375,-35.56729507446289,10
23,*,-0.3853633999824524,53.14064025878906,0.11698931455612183,10
24,*,41.6019287109375,45.29236602783203,31.670902252197266,10
25,*,71.0638656616211,46.60007095336914,40.959800720214844,15
26,*,90.28780364990234,45.893550872802734,16.929826736450195,17
27,*,77.91313934326172,45.58361053466797,-80.93431854248047,15
28,*,98.02175903320312,43.868778228759766,-116.53600311279297,10
29,*,89.79029083251953,47.4468879699707,-142.47171020507812,10
30,*,23.452455520629883,46.063602447509766,-134.12110900878906,10
31,*,-17.61830711364746,45.11259078979492,-123.34200286865234,10
32,end,-6.066888809204102,45.31606674194336,-48.919734954833984,10
