STEP,STEPNAME,X,Y,Z
0,start,-117.07197570800781,-0.026282841339707375,202.3591766357422
1,*,334.6391906738281,14.71496868133545,195.56500244140625
2,*,473.8343811035156,3.5347018241882324,196.9063262939453
3,*,685.062744140625,0.3344975411891937,165.6804656982422
4,*,609.5730590820312,1.0014756917953491,-26.836214065551758
5,*,623.8477172851562,0.609783947467804,-257.33380126953125
6,*,591.6400146484375,-0.32482725381851196,-460.17620849609375
7,*,370.8766784667969,-0.5230938792228699,-879.7811889648438
8,*,-133.28067016601562,0.1356085240840912,-898.5278930664062
9,*,-413.52783203125,5.071121692657471,-240.91851806640625
10,*,-204.90223693847656,0.7035499811172485,-80.8447265625
11,end,-162.6918487548828,3.4913501739501953,100.76415252685547
-1,reset,545.7351684570312,0.991686999797821,145.00607299804688
