STEP,STEPNAME,X,Y,Z
0,start,-487.7149353027344,207.59619140625,536.9264526367188
1,*,-314.3568115234375,197.5497283935547,634.0845947265625
1,*,-314.3568115234375,197.5497283935547,634.0845947265625
2,*,-196.71951293945312,198.08656311035156,607.2891235351562
3,*,-527.7802124023438,129.1651153564453,117.78399658203125
4,*,-528.323974609375,129.3478546142578,-114.3652572631836
4,*,-528.323974609375,129.3478546142578,-114.3652572631836
5,*,-285.51959228515625,120.15155792236328,-381.41290283203125
5,*,-285.51959228515625,120.15155792236328,-381.41290283203125
6,*,-9.603880882263184,2.6212830543518066,-417.1841735839844
7,*,62.308372497558594,2.777486801147461,-643.1099853515625
7,*,62.308372497558594,2.777486801147461,-643.1099853515625
8,*,96.46047973632812,2.770115852355957,-643.484130859375
8,*,96.46047973632812,2.770115852355957,-643.484130859375
9,*,154.51673889160156,2.5867369174957275,-454.88555908203125
10,*,274.509521484375,2.6203975677490234,-376.7031555175781
10,*,274.509521484375,2.6203975677490234,-376.7031555175781
11,*,376.5245666503906,2.6229991912841797,-455.71343994140625
11,*,376.5245666503906,2.6229991912841797,-455.71343994140625
12,*,516.1761474609375,2.5865843296051025,-455.79345703125
12,*,516.29345703125,2.5865843296051025,-455.78729248046875
13,*,584.0611572265625,2.623023509979248,-327.43634033203125
13,*,584.0611572265625,2.623023509979248,-327.43634033203125
14,*,598.6818237304688,2.5321781635284424,-213.7564697265625
14,*,598.6818237304688,2.5321781635284424,-213.7564697265625
15,*,546.5582885742188,2.5939583778381348,45.23976516723633
15,*,546.5582885742188,2.5939583778381348,45.23976516723633
16,*,669.5380249023438,2.5741631984710693,-37.17399978637695
16,*,669.5380249023438,2.5741631984710693,-37.17399978637695
17,*,651.8032836914062,2.5390331745147705,-167.07174682617188
17,*,651.8032836914062,2.552035331726074,-167.07205200195312
18,*,599.58837890625,2.498438835144043,-213.6837921142578
18,*,599.58837890625,2.498438835144043,-213.6837921142578
19,*,503.9449157714844,2.623002767562866,-254.32533264160156
19,*,503.9449157714844,2.623002767562866,-254.32533264160156
20,*,418.57061767578125,2.5866189002990723,-336.51373291015625
20,*,418.57061767578125,2.5866189002990723,-336.51373291015625
21,*,514.4224853515625,2.586575508117676,-456.08978271484375
21,*,514.4224853515625,2.586575508117676,-456.08978271484375
22,*,575.95751953125,2.747922420501709,-582.3643798828125
22,*,575.95751953125,2.747922420501709,-582.3643798828125
23,*,467.2518005371094,2.8845880031585693,-617.0971069335938
24,*,259.36572265625,2.586578607559204,-511.4842529296875
24,*,259.36572265625,2.586578607559204,-511.4842529296875
25,*,274.7601318359375,2.5114059448242188,-203.640625
26,*,303.7514953613281,2.6067564487457275,-67.9823226928711
26,*,303.7514953613281,2.6067564487457275,-67.9823226928711
27,*,303.7145690917969,2.4555904865264893,80.73226165771484
27,*,303.7145690917969,2.4555904865264893,80.73226165771484
28,*,260.5809020996094,2.5880885124206543,175.96156311035156
28,*,260.5809020996094,2.5880885124206543,175.96156311035156
29,*,165.15371704101562,2.6229982376098633,329.57867431640625
30,*,69.86946868896484,2.58658766746521,586.8803100585938
30,*,69.86946868896484,2.58658766746521,586.8803100585938
31,*,22.722944259643555,42.68608093261719,586.3005981445312
31,*,22.722944259643555,42.68608093261719,586.3005981445312
32,*,-362.12139892578125,42.60780334472656,243.95632934570312
32,*,-362.12139892578125,42.60780334472656,243.95632934570312
33,*,-394.0262451171875,2.428943634033203,145.74197387695312
33,*,-394.0262451171875,2.428943634033203,145.74197387695312
34,end,-390.73992919921875,2.4780092239379883,69.55673217773438
34,end,-390.73992919921875,2.4780092239379883,69.55673217773438
-1,reset,-593.7338256835938,207.66046142578125,455.3670654296875
-1,reset,-593.7338256835938,207.66046142578125,455.3670654296875
