STEP,STEPNAME,X,Y,Z
0,start,-544.0419921875,0.31721049547195435,1014.862060546875
1,*,-311.1061706542969,3.732792854309082,750.316162109375
2,*,-168.55824279785156,1.6326221227645874,735.5054931640625
3,*,-28.18683624267578,3.6100552082061768,550.9224243164062
4,*,87.91732788085938,0.5940253138542175,494.3864440917969
5,*,342.45745849609375,-0.14637383818626404,509.168701171875
6,*,681.2310791015625,0.7173949480056763,653.148193359375
7,*,686.1966552734375,0.09021551162004471,930.7727661132812
8,*,679.3375854492188,0.7372751235961914,653.7467651367188
9,*,310.86383056640625,2.744239330291748,514.2866821289062
10,*,46.38405227661133,0.1685870736837387,495.5599060058594
11,*,-105.0680923461914,6.339461326599121,653.8186645507812
12,*,-400.7470397949219,0.9481762051582336,780.3505249023438
13,end,-502.1472473144531,1.6342060565948486,910.4564208984375
-1,reset,-99.79989624023438,7.133966445922852,709.6367797851562
