STEP,STEPNAME,X,Y,Z,RADIUS
0,start,87.81522369384766,232.45516967773438,81.10245513916016,15
1,*,271.5830383300781,231.81788635253906,53.70694351196289,15
2,*,262.21551513671875,196.9809112548828,100.23506927490234,15
3,*,20.046850204467773,194.9813995361328,28.092124938964844,15
4,*,-101.7843246459961,232.03436279296875,40.4177360534668,15
5,*,46.1616096496582,232.27801513671875,-41.74156951904297,15
6,*,-95.77372741699219,231.94325256347656,-129.7804412841797,15
7,*,200.32225036621094,195.69871520996094,-202.50360107421875,15
8,*,282.2558898925781,232.24407958984375,-112.40509033203125,15
9,*,111.04949951171875,232.31552124023438,-75.10929107666016,15
10,*,120.88856506347656,234.3455352783203,-261.5047607421875,15
11,*,307.5852355957031,234.0257568359375,-81.41966247558594,15
12,*,239.1630096435547,233.0755615234375,121.43379211425781,15
13,*,-39.34405517578125,233.19796752929688,138.59388732910156,15
14,*,-118.4390640258789,233.14585876464844,-116.33491516113281,15
15,*,58.31624984741211,233.68310546875,-260.5548400878906,15
16,*,85.11354064941406,232.28704833984375,-91.33721923828125,15
17,*,49.80939483642578,161.1964569091797,-25.590496063232422,15
18,*,-294.3251647949219,144.572509765625,-168.92955017089844,15
19,*,-320.0852355957031,144.28945922851562,72.19639587402344,15
20,*,126.4102783203125,148.7822723388672,245.83119201660156,15
21,*,244.97535705566406,122.99266815185547,150.145263671875,15
22,*,292.3887939453125,81.74165344238281,134.8343048095703,15
23,*,314.7170104980469,37.11269760131836,110.85310363769531,15
24,*,-64.38853454589844,53.73252487182617,-236.84962463378906,15
25,*,-72.3637924194336,20.367521286010742,-93.95580291748047,15
26,*,-84.31851196289062,83.95418548583984,263.794677734375,15
27,*,-275.22210693359375,95.46217346191406,321.90057373046875,15
28,*,-143.5630340576172,58.70793914794922,323.5780944824219,15
29,*,141.03948974609375,5.52926778793335,42.60112762451172,15
30,end,96.40116119384766,5.471522331237793,-30.0124454498291,15
-1,reset,114.98078918457031,9.072820663452148,38.01782989501953,5
