STEP,STEPNAME,X,Y,Z
0,start,33.3472785949707,228.6560821533203,185.89572143554688
1,*,187.70864868164062,235.98031616210938,-44.26055145263672
2,*,255.42747497558594,229.44940185546875,81.0455551147461
3,*,-41.914058685302734,231.06851196289062,270.1929016113281
4,*,-312.60137939453125,210.3358917236328,60.94809341430664
5,*,133.7923583984375,193.5459442138672,15.863308906555176
6,*,-219.55860900878906,151.6997528076172,16.461313247680664
7,*,45.15392303466797,97.03864288330078,-110.7583236694336
8,*,258.249267578125,136.1178436279297,-254.20126342773438
9,*,299.3764953613281,139.8092803955078,123.22782897949219
10,*,95.33293914794922,154.576416015625,301.45751953125
11,*,203.97068786621094,186.31198120117188,302.44927978515625
12,*,222.88232421875,216.37591552734375,262.4908142089844
13,end,29.845966339111328,231.0982208251953,296.5340881347656
-1,reset,35.67768859863281,111.35662841796875,-7.019935131072998
