STEP,STEPNAME,X,Y,Z
0,start,241.68540954589844,21.559755325317383,-125.37120819091797
-1,reset,261.70538330078125,35.725868225097656,-59.49063491821289
1,*,-5.7246994972229,80.48108673095703,-242.01596069335938
2,*,-75.52835845947266,48.116947174072266,-86.60132598876953
3,*,-28.39924430847168,59.33915710449219,-12.004525184631348
4,*,73.7730941772461,52.45607376098633,-35.24717712402344
5,*,199.7474365234375,27.030221939086914,29.305269241333008
6,*,333.5821228027344,31.937904357910156,96.81157684326172
7,*,324.86370849609375,36.481956481933594,-15.774405479431152
8,end,253.3621826171875,26.54821014404297,-98.40397644042969
