STEP,STEPNAME,X,Y,Z,RADIUS
0,start,659.0850219726562,35.0955924987793,353.683349609375,5
1,*,660.9201049804688,22.237844467163086,430.77008056640625,5
2,*,699.8634643554688,16.447738647460938,450.20709228515625,5
3,*,711.5504150390625,17.78736114501953,434.90216064453125,5
4,*,709.9030151367188,17.382354736328125,533.562255859375,5
5,*,687.3343505859375,22.12285804748535,545.06103515625,5
6,*,685.1151123046875,21.979141235351562,592.062255859375,5
7,*,733.66552734375,70.93018341064453,597.7135620117188,5
8,*,800.2315063476562,53.44630813598633,538.8948974609375,5
9,*,773.6357421875,45.23042678833008,519.6217041015625,5
10,*,772.9686889648438,38.29667282104492,489.0009460449219,5
11,*,846.76171875,34.490142822265625,489.33233642578125,5
12,*,877.42138671875,31.418533325195312,482.01019287109375,5
13,*,876.3323364257812,19.747154235839844,389.2680358886719,5
14,*,859.7745971679688,19.548175811767578,414.339111328125,5
15,*,808.9754028320312,17.779762268066406,397.19146728515625,5
16,*,837.2388916015625,7.6227617263793945,375.03302001953125,5
17,*,820.5061645507812,18.926300048828125,370.7090759277344,5
18,*,815.6162719726562,31.150835037231445,312.4693603515625,5
19,*,775.8040161132812,16.342329025268555,255.92474365234375,5
20,*,781.6155395507812,15.31686019897461,237.9755859375,5
21,*,799.1410522460938,14.876041412353516,227.997314453125,5
22,*,816.5604248046875,19.202587127685547,234.32127380371094,5
23,*,825.14453125,17.177087783813477,252.1803741455078,5
24,*,780.7274780273438,29.435943603515625,271.7839050292969,5
25,*,819.7103271484375,59.11054611206055,298.683349609375,5
26,*,846.0083618164062,69.60808563232422,310.4360656738281,5
27,*,853.04296875,79.79520416259766,307.61962890625,5
28,*,884.80078125,78.92979431152344,346.17706298828125,5
29,*,884.7216186523438,89.34938049316406,350.2383728027344,5
30,*,904.771240234375,92.52436065673828,368.6678161621094,5
31,end,911.3766479492188,102.17447662353516,351.96929931640625,5
-1,reset,668.4313354492188,38.179786682128906,353.7734069824219,5
