STEP,STEPNAME,X,Y,Z,RADIUS,ANGLE
0,start,-23.61153793334961,245.9695587158203,-94.81912231445312,15,-1
1,*,-69.14409637451172,234.9430389404297,-165.29745483398438,15,-1
2,*,247.62661743164062,234.66485595703125,22.665813446044922,15,-1
3,*,23.82204246520996,232.2481689453125,-74.8241195678711,15,-1
4,*,139.02220153808594,294.9264831542969,-21.878311157226562,15,-1
5,*,-41.382591247558594,246.5145721435547,43.80369186401367,15,-1
6,*,242.6670379638672,246.28904724121094,291.8499755859375,15,-1
7,end,-191.02455139160156,246.08108520507812,16.411653518676758,15,-1
-1,reset,-133.97177124023438,253.9102783203125,-62.63004684448242,5,-1
-1,reset,-27.53638458251953,27.02665901184082,-16.112342834472656,5,-1
-1,reset,114.48285675048828,9.071100234985352,37.474220275878906,5,-1
