STEP,STEPNAME,X,Y,Z
0,start,-104.83451843261719,27.776851654052734,-524.923828125
-1,reset,-147.5781707763672,32.125404357910156,-532.2943725585938
1,*,1.1407662630081177,19.605104446411133,-578.863037109375
2,*,676.86279296875,20.384946823120117,-336.33447265625
3,*,703.8831787109375,26.951656341552734,260.63909912109375
4,*,609.3909301757812,24.277347564697266,369.7010803222656
5,*,369.9383239746094,3.642069101333618,270.60150146484375
6,*,504.962646484375,27.541580200195312,35.69978713989258
7,*,233.28945922851562,38.541439056396484,-69.48370361328125
8,*,132.38165283203125,17.785154342651367,2.164975166320801
9,*,-432.2799987792969,42.51692199707031,-42.65890121459961
10,*,-357.3988952636719,41.89646530151367,-167.71923828125
11,*,-401.38409423828125,28.78837013244629,-361.96881103515625
12,end,-161.61705017089844,30.59449577331543,-507.6558532714844
