STEP,STEPNAME,X,Y,Z,RADIUS
0,start,168.4174041748047,13.015472412109375,-110.13421630859375,15
1,*,186.3812713623047,18.346769332885742,85.02892303466797,15
2,*,246.3134765625,29.95846176147461,143.01065063476562,15
3,*,304.602294921875,29.919567108154297,-59.041587829589844,15
4,*,205.36526489257812,36.11420440673828,-112.2492904663086,15
5,*,290.8167724609375,45.836971282958984,128.12440490722656,15
6,*,-6.803310871124268,58.824031829833984,242.5895233154297,15
7,*,95.57386779785156,72.92623138427734,171.13819885253906,15
8,*,210.87098693847656,72.20945739746094,38.710575103759766,15
9,*,254.7338104248047,45.88857650756836,106.23600006103516,15
10,*,249.43182373046875,68.99205017089844,-51.5911865234375,15
11,*,284.7417297363281,69.94786834716797,-195.8947296142578,15
12,*,346.0096435546875,93.35182189941406,-78.21826171875,15
13,*,295.9793701171875,93.19049835205078,214.36692810058594,15
14,*,158.55738830566406,87.61406707763672,257.78570556640625,15
15,*,-3.446497678756714,68.95249938964844,87.5831298828125,15
16,*,79.65758514404297,72.0242919921875,74.6197738647461,15
17,*,-4.561985015869141,67.16844177246094,153.5994873046875,15
18,*,32.14276885986328,82.9087905883789,83.5224838256836,15
19,*,-184.38790893554688,85.2308120727539,-166.38803100585938,15
20,*,-50.65864562988281,41.750038146972656,-192.2093505859375,15
21,end,91.27428436279297,13.0747709274292,-128.5763702392578,15
-1,reset,114.47044372558594,9.421758651733398,37.48569107055664,5
